time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,new_la_code,la_name,sex_of_school_description,phase_type_grouping,type_of_establishment,denomination,admissions_policy,urban_rural,academy_flag,number_of_schools,headcount_of_pupils
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,821,E06000032,Luton,Total,Total,Total,Total,Total,Total,Total,77,41574
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,882,E06000033,Southend-on-Sea,Total,Independent school,Total,Total,Total,Total,Total,6,1127
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,882,E06000033,Southend-on-Sea,Total,State-funded AP school,Total,Total,Total,Total,Total,2,58
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,882,E06000033,Southend-on-Sea,Total,State-funded primary,Total,Total,Total,Total,Total,33,15800
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,882,E06000033,Southend-on-Sea,Total,State-funded secondary,Total,Total,Total,Total,Total,12,14834
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,882,E06000033,Southend-on-Sea,Total,State-funded special school,Total,Total,Total,Total,Total,5,645
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,882,E06000033,Southend-on-Sea,Total,Total,Total,Total,Total,Total,Total,58,32464
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,883,E06000034,Thurrock,Total,State-funded AP school,Total,Total,Total,Total,Total,1,56
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,883,E06000034,Thurrock,Total,State-funded primary,Total,Total,Total,Total,Total,39,18745
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,883,E06000034,Thurrock,Total,State-funded secondary,Total,Total,Total,Total,Total,13,12314
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,883,E06000034,Thurrock,Total,State-funded special school,Total,Total,Total,Total,Total,3,498
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,883,E06000034,Thurrock,Total,Total,Total,Total,Total,Total,Total,56,31613
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,822,E06000055,Bedford,Total,Independent school,Total,Total,Total,Total,Total,10,4553
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,822,E06000055,Bedford,Total,State-funded AP school,Total,Total,Total,Total,Total,1,40
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,822,E06000055,Bedford,Total,State-funded nursery,Total,Total,Total,Total,Total,2,278
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,822,E06000055,Bedford,Total,State-funded primary,Total,Total,Total,Total,Total,54,16890
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,822,E06000055,Bedford,Total,State-funded secondary,Total,Total,Total,Total,Total,15,13797
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,822,E06000055,Bedford,Total,State-funded special school,Total,Total,Total,Total,Total,3,410
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,822,E06000055,Bedford,Total,Total,Total,Total,Total,Total,Total,85,35968
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,823,E06000056,Central Bedfordshire,Total,Independent school,Total,Total,Total,Total,Total,3,444
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,823,E06000056,Central Bedfordshire,Total,State-funded AP school,Total,Total,Total,Total,Total,1,62
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,823,E06000056,Central Bedfordshire,Total,State-funded nursery,Total,Total,Total,Total,Total,2,221
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,823,E06000056,Central Bedfordshire,Total,State-funded primary,Total,Total,Total,Total,Total,97,23908
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,823,E06000056,Central Bedfordshire,Total,State-funded secondary,Total,Total,Total,Total,Total,28,23012
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,823,E06000056,Central Bedfordshire,Total,State-funded special school,Total,Total,Total,Total,Total,4,836
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,823,E06000056,Central Bedfordshire,Total,Total,Total,Total,Total,Total,Total,135,48483
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,873,E10000003,Cambridgeshire,Total,Independent school,Total,Total,Total,Total,Total,34,11443
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,873,E10000003,Cambridgeshire,Total,State-funded AP school,Total,Total,Total,Total,Total,3,3
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,873,E10000003,Cambridgeshire,Total,State-funded nursery,Total,Total,Total,Total,Total,7,630
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,873,E10000003,Cambridgeshire,Total,State-funded primary,Total,Total,Total,Total,Total,211,52460
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,873,E10000003,Cambridgeshire,Total,State-funded secondary,Total,Total,Total,Total,Total,34,36734
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,873,E10000003,Cambridgeshire,Total,State-funded special school,Total,Total,Total,Total,Total,12,1682
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,873,E10000003,Cambridgeshire,Total,Total,Total,Total,Total,Total,Total,301,102952
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,Independent school,Total,Total,Total,Total,Total,45,11550
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,99
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,State-funded AP school,Total,Total,Total,Total,Total,6,226
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,State-funded nursery,Total,Total,Total,Total,Total,2,267
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,State-funded primary,Total,Total,Total,Total,Total,447,122913
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,State-funded secondary,Total,Total,Total,Total,Total,81,94830
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,State-funded special school,Total,Total,Total,Total,Total,21,3510
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,881,E10000012,Essex,Total,Total,Total,Total,Total,Total,Total,603,233395
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,Independent school,Total,Total,Total,Total,Total,52,23996
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,37
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,State-funded AP school,Total,Total,Total,Total,Total,8,90
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,State-funded nursery,Total,Total,Total,Total,Total,14,1541
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,State-funded primary,Total,Total,Total,Total,Total,402,103889
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,State-funded secondary,Total,Total,Total,Total,Total,83,93741
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,State-funded special school,Total,Total,Total,Total,Total,25,2810
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,919,E10000015,Hertfordshire,Total,Total,Total,Total,Total,Total,Total,585,226104
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,926,E10000020,Norfolk,Total,Independent school,Total,Total,Total,Total,Total,32,5778
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,926,E10000020,Norfolk,Total,State-funded AP school,Total,Total,Total,Total,Total,2,351
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,926,E10000020,Norfolk,Total,State-funded nursery,Total,Total,Total,Total,Total,3,239
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,926,E10000020,Norfolk,Total,State-funded primary,Total,Total,Total,Total,Total,347,65682
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,926,E10000020,Norfolk,Total,State-funded secondary,Total,Total,Total,Total,Total,54,51025
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,926,E10000020,Norfolk,Total,State-funded special school,Total,Total,Total,Total,Total,16,1939
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,926,E10000020,Norfolk,Total,Total,Total,Total,Total,Total,Total,454,125014
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,935,E10000029,Suffolk,Total,Independent school,Total,Total,Total,Total,Total,35,8144
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,935,E10000029,Suffolk,Total,State-funded AP school,Total,Total,Total,Total,Total,10,57
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,935,E10000029,Suffolk,Total,State-funded nursery,Total,Total,Total,Total,Total,1,107
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,935,E10000029,Suffolk,Total,State-funded primary,Total,Total,Total,Total,Total,253,57236
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,935,E10000029,Suffolk,Total,State-funded secondary,Total,Total,Total,Total,Total,48,45587
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,935,E10000029,Suffolk,Total,State-funded special school,Total,Total,Total,Total,Total,14,1504
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,935,E10000029,Suffolk,Total,Total,Total,Total,Total,Total,Total,361,112635
202223,Academic year,Local authority,E92000001,England,London,E12000007,201,E09000001,City of London,Total,Independent school,Total,Total,Total,Total,Total,5,2671
202223,Academic year,Local authority,E92000001,England,London,E12000007,201,E09000001,City of London,Total,State-funded primary,Total,Total,Total,Total,Total,1,271
202223,Academic year,Local authority,E92000001,England,London,E12000007,201,E09000001,City of London,Total,Total,Total,Total,Total,Total,Total,6,2942
202223,Academic year,Local authority,E92000001,England,London,E12000007,301,E09000002,Barking and Dagenham,Total,Independent school,Total,Total,Total,Total,Total,5,214
202223,Academic year,Local authority,E92000001,England,London,E12000007,301,E09000002,Barking and Dagenham,Total,State-funded AP school,Total,Total,Total,Total,Total,1,69
202223,Academic year,Local authority,E92000001,England,London,E12000007,301,E09000002,Barking and Dagenham,Total,State-funded primary,Total,Total,Total,Total,Total,43,24539
202223,Academic year,Local authority,E92000001,England,London,E12000007,301,E09000002,Barking and Dagenham,Total,State-funded secondary,Total,Total,Total,Total,Total,13,20349
202223,Academic year,Local authority,E92000001,England,London,E12000007,301,E09000002,Barking and Dagenham,Total,State-funded special school,Total,Total,Total,Total,Total,3,511
202223,Academic year,Local authority,E92000001,England,London,E12000007,301,E09000002,Barking and Dagenham,Total,Total,Total,Total,Total,Total,Total,65,45682
202223,Academic year,Local authority,E92000001,England,London,E12000007,302,E09000003,Barnet,Total,Independent school,Total,Total,Total,Total,Total,37,8123
202223,Academic year,Local authority,E92000001,England,London,E12000007,302,E09000003,Barnet,Total,State-funded AP school,Total,Total,Total,Total,Total,2,44
202223,Academic year,Local authority,E92000001,England,London,E12000007,302,E09000003,Barnet,Total,State-funded nursery,Total,Total,Total,Total,Total,4,411
202223,Academic year,Local authority,E92000001,England,London,E12000007,302,E09000003,Barnet,Total,State-funded primary,Total,Total,Total,Total,Total,89,30711
202223,Academic year,Local authority,E92000001,England,London,E12000007,302,E09000003,Barnet,Total,State-funded secondary,Total,Total,Total,Total,Total,28,30560
202223,Academic year,Local authority,E92000001,England,London,E12000007,302,E09000003,Barnet,Total,State-funded special school,Total,Total,Total,Total,Total,6,755
202223,Academic year,Local authority,E92000001,England,London,E12000007,302,E09000003,Barnet,Total,Total,Total,Total,Total,Total,Total,166,70604
